ensembl_gene_id,gene_symbol,SRR35143100,SRR35143101,SRR35143102,SRR35143106,SRR35143107,SRR35143108,SRR19070038,SRR19070039,SRR19070040,SRR19070035,SRR19070036,SRR19070037
ENSMUSG00000059669,Taf1b,3.860457,3.0466490000000004,3.305168,2.24079,3.235124,1.721901,4.389056,1.107166,7.515376,12.135273,2.396813,5.771027
ENSMUSG00000059674,Cdh24,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059687,Or1o11,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059689,Zfp637,3.5047879999999996,5.782398000000001,4.799574,5.516584,3.9246360000000005,8.113243,7.976991,7.454715,5.963609,5.403478,2.671174,8.133336
ENSMUSG00000059708,Akap17b,0,0.220776,0.155768,0,0.14512,0,0,2.409094,0,2.833077,2.496722,0
ENSMUSG00000059713,Rcan3,1.550304,1.4406379999999999,1.494164,1.754904,0.962467,0.7325820000000001,5.772774,3.1145199999999997,2.559431,0.8549960000000001,1.202859,2.315013
ENSMUSG00000059714,Flot1,7.7620819999999995,12.243685000000001,7.363203,13.608044999999999,10.086613,12.731805,31.638711,41.876818,31.163220999999997,38.915566999999996,29.983826999999998,48.619563
ENSMUSG00000059729,Or2y1,10.153061,10.659909,9.679587,11.025167,8.937261,11.307914,22.645307000000003,23.975815,25.51113,36.559105,25.98401,24.121035
ENSMUSG00000059734,Ndufs8,0.994409,5.308519,1.981837,1.757175,2.91407,4.0435669999999995,3.224862,7.042053,6.631934,6.356051,4.011578,6.185264
ENSMUSG00000059741,Myl3,0.427071,0.640311,0.152202,0.424651,0,0,0,0.618778,1.163402,0,1.545142,0.757316
ENSMUSG00000059742,Kcnh7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059743,Fdps,1.00136,1.6271179999999998,1.3357770000000002,2.54383,3.087935,2.215936,6.080996,6.991313000000001,4.3901069999999995,5.096173,9.791514,7.120796
ENSMUSG00000059751,Rps3a3,0,0.280354,0.138914,0,0,0,2.979223,2.165363,0.207081,6.353174,2.362171,1.542624
ENSMUSG00000059762,Or6c8,0.635394,0.580582,0.378754,0.530723,0.380272,0.781469,0.840407,0.69759,0.448109,1.165315,0.671954,0.571372
ENSMUSG00000059763,Taar2,0,0,0,0,0.089873,0,0,0,0,0,0,0
ENSMUSG00000059768,Or56a42,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059772,Slx1b,2.2975849999999998,2.405364,3.1756909999999996,2.990006,1.973443,3.222235,8.230388,8.512151,8.022523999999999,4.391093,6.431957000000001,7.794338000000001
ENSMUSG00000059775,Rps26-ps1,0,0,0,0,0,0,0.98006,0,0,0,1.093043,0
ENSMUSG00000059776,Rpl13-ps6,0,0,0,0,0.237245,0,0,0,0,0,0,0.344612
ENSMUSG00000059791,Nrm,3.713323,1.441591,2.3861600000000003,1.778669,1.582369,1.098006,3.507393,2.675374,3.289028,1.490802,3.354448,3.005185
ENSMUSG00000059796,Eif4a1,27.819837000000003,32.978051,22.896295000000002,29.859748,40.252389,33.024725999999994,41.758224,50.79045,59.893939,34.842082,58.22916,51.219252
ENSMUSG00000059810,Rgs3,19.901611999999997,21.134033000000002,20.998304,22.615077999999997,22.795693,18.961812,46.63764200000001,48.760414000000004,44.759609999999995,48.89215900000001,47.543623000000004,50.121294
ENSMUSG00000059811,Atl2,18.735585999999998,16.336275,17.302339,16.0467,14.973185,18.279277999999998,22.545211,22.964237,25.976183,40.111895000000004,19.835981,19.248841
ENSMUSG00000059820,Nkapd1,0.869642,2.028522,0.547427,2.3387540000000002,1.102251,0,5.6558,6.264094,7.888075,12.080194,7.494712,7.445461
ENSMUSG00000059821,Or7g29,0.031558,0,0,0,0,0.031147,0,0,0,0,0,0.050658
ENSMUSG00000059824,Dbp,41.312622999999995,23.668807,21.616552,25.3099,14.348803,16.049436,61.770967,60.652638,55.634291999999995,33.995171,23.081587999999996,30.241825
